published,impact,av-attack-vector,av-attack-complexity,av-privileges-required,av-user-interaction,av-scope,av-confidentiality,av-integrity,av-availability
1997-09-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-09-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-09-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-09-01T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
1997-09-01T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
1997-09-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-09-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1997-09-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-09-08T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1997-09-12T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-09-15T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1997-09-19T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1997-09-19T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-09-19T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1997-09-19T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1997-09-23T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-09-23T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-09-23T04:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
1997-09-30T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1997-10-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-10-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-10-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-10-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-10-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-10-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-10-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-10-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1997-10-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-10-02T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1997-10-04T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-10-04T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-10-06T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-10-08T04:00:00.000,4.9,L,L,Null,Null,Null,P,N,P
1997-10-16T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1997-10-18T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1997-10-19T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-10-22T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-10-24T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-10-24T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
1997-10-28T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-10-28T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-10-29T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-10-29T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-10-29T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1997-10-29T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1997-10-29T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1997-11-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-11-01T05:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1997-11-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-11-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1997-11-04T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-11-05T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-11-08T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1997-11-10T05:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1997-11-10T05:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1997-11-10T05:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1997-11-10T05:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1997-11-10T05:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1997-11-12T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-11-20T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-11-26T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1997-11-26T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-12-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-12-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-12-05T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1997-12-10T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1997-12-14T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1997-12-15T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-12-16T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-12-16T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-12-16T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-12-23T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-12-24T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1997-12-29T05:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
1997-12-30T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-01-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-01-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-01-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-01-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-01-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-01-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-01-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-01-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-01-02T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1998-01-05T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-01-05T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1998-01-08T05:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
1998-01-10T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-01-12T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-01-15T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-01-15T05:00:00.000,6.9,N,L,Null,Null,Null,N,N,C
1998-01-21T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-01-21T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-01-22T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-01-25T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-01-27T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-02-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-02-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-02-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-02-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-02-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-02-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-02-02T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-02-06T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-02-06T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1998-02-13T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-02-14T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-02-18T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-02-20T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-02-20T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-02-21T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-02-25T05:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1998-02-25T05:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
1998-03-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-03-01T05:00:00.000,10.0,N,M,Null,Null,Null,C,C,C
1998-03-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-03-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-03-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-03-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-03-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-03-09T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1998-03-11T05:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1998-03-16T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-03-18T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-03-20T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-04-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-04-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-04-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-04-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-04-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-04-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-04-02T05:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
1998-04-03T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-04-06T04:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
1998-04-07T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-04-08T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-04-08T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-04-08T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-04-08T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-04-08T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-04-08T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-04-08T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-04-08T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-04-08T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-04-08T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-04-08T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-04-10T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1998-04-14T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-04-28T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-04-29T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-04-29T04:00:00.000,6.9,N,L,Null,Null,Null,C,N,N
1998-04-29T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-05-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-05-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-05-03T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-05-07T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-05-07T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-05-09T04:00:00.000,4.9,N,L,Null,Null,Null,N,P,P
1998-05-10T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-05-10T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-05-11T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-05-11T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-05-14T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-05-15T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-05-16T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-05-21T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-05-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-05-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-05-28T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-06-01T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-06-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-06-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-06-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-06-02T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-06-03T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-06-03T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-06-08T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-06-10T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-06-10T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-06-11T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1998-06-11T04:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
1998-06-11T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-06-12T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
1998-06-16T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-06-22T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-06-24T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-06-26T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-06-26T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-06-26T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-06-26T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-06-29T04:00:00.000,2.9,N,H,Null,Null,Null,N,N,P
1998-06-29T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-06-30T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-06-30T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1998-07-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-07-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-07-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-07-03T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-07-03T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1998-07-06T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-07-07T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-07-08T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-07-09T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-07-10T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-07-11T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-07-13T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-07-14T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-07-15T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-07-15T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
1998-07-15T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-07-15T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-07-16T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-07-16T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-07-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-07-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-07-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-07-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-07-20T04:00:00.000,4.9,N,L,Null,Null,Null,N,P,P
1998-07-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-07-28T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-07-28T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-07-29T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1998-07-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-07-30T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-08-01T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-08-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-08-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-08-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-08-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-08-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-08-03T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-08-04T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-08-07T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-08-12T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-08-14T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-08-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-08-23T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-08-23T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-08-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-08-31T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-08-31T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-09-01T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-09-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-09-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-09-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-09-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-09-03T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-09-03T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
1998-09-04T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
1998-09-05T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-09-09T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-09-09T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1998-09-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-09-22T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-09-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-09-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-09-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-09-29T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-10-01T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-10-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-10-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-10-01T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-10-01T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
1998-10-02T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1998-10-02T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-10-02T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-10-05T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-10-06T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-10-08T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-10-12T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-10-13T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-10-26T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-10-26T05:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
1998-11-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-11-02T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-11-02T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-11-04T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-11-05T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-11-05T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-11-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-11-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-11-09T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-11-11T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-11-12T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-11-12T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-11-16T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-11-18T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-11-18T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-11-18T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1998-11-18T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-11-18T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-11-19T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-11-26T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-11-30T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-11-30T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-11-30T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-12-01T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-12-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-12-01T05:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
1998-12-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-12-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-12-01T05:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
1998-12-02T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-12-03T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-12-03T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-12-03T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-12-04T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1998-12-04T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-12-07T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-12-10T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-12-12T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-12-17T05:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
1998-12-18T05:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
1998-12-24T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-12-25T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-12-26T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1998-12-26T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1998-12-27T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1998-12-27T05:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
1998-12-29T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-01-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,6.4,L,H,Null,Null,Null,P,P,P
1999-01-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,0.0,N,L,Null,Null,Null,N,N,N
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
1999-01-01T05:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
1999-01-01T05:00:00.000,0.0,N,L,Null,Null,Null,N,N,N
